"","stdrYm","cntrbtrSeccd","cntrCo","cntrbtrCo"
"17958","201901","01","1","1"
"17959","201901","01","1","1"
"17960","201901","01","11","1"
"17961","201901","01","3","1"
"17962","201901","01","24","1"
"17963","201901","01","7","1"
"17964","201901","01","17","1"
"17965","201901","01","20","1"
"17966","201901","01","11","1"
"17967","201901","01","22","1"
"17968","201901","01","22","1"
"17969","201901","01","20","1"
"17970","201901","01","14","1"
"17971","201901","01","1","1"
"17972","201901","01","11","1"
"17973","201901","02","1","1"
"17974","201901","02","22","1"
"17975","201901","01","17","1"
"17976","201901","01","7","1"
"17977","201901","01","4","1"
"17978","201901","01","17","1"
"17979","201901","01","15","1"
"17980","201901","01","1","1"
"17981","201901","01","16","1"
"17982","201901","01","19","1"
"17983","201901","01","1","1"
"17984","201901","01","21","1"
"17985","201901","01","3","1"
"17986","201901","01","3","1"
"17987","201901","01","22","1"
"17988","201901","01","17","1"
"17989","201901","01","12","1"
"17990","201901","01","15","1"
"17991","201901","01","17","1"
"17992","201901","02","21","1"
"17993","201901","02","5","1"
"17994","201901","01","6","1"
"17995","201901","01","13","1"
"17996","201901","01","15","1"
"17997","201901","01","10","1"
"17998","201901","01","5","1"
"17999","201901","01","7","1"
"18000","201901","01","20","1"
"18001","201901","01","17","1"
"18002","201901","01","2","1"
"18003","201901","01","11","1"
"18004","201901","01","3","1"
"18005","201901","01","19","1"
"18006","201901","01","7","1"
"18007","201901","01","3","1"
"18008","201901","01","9","1"
"18009","201901","01","16","1"
"18010","201901","01","21","1"
"18011","201901","01","21","1"
"18012","201901","01","19","1"
"18013","201901","01","12","1"
"18014","201901","01","7","1"
"18015","201901","01","3","1"
"18016","201901","01","2","1"
"18017","201901","02","2","1"
"18018","201901","02","1","1"
"18019","201901","01","2","1"
"18020","201901","01","1","1"
"18021","201901","01","1","1"
"18022","201901","01","18","1"
"18023","201901","02","7","1"
"18024","201901","02","9","1"
"18025","201901","02","6","1"
"18026","201901","02","15","1"
"18027","201901","02","6","1"
"18028","201901","02","12","1"
"18029","201901","02","6","1"
"18030","201901","02","1","1"
"18031","201901","01","1","1"
"18032","201901","01","1","1"
"18033","201901","01","3","1"
"18034","201901","01","18","1"
"18035","201901","01","1","1"
"18036","201901","01","16","1"
"18037","201901","01","4","1"
"18038","201901","01","11","1"
"18039","201901","01","18","1"
"18040","201901","03","1","1"
"18041","201901","03","1","1"
"18042","201901","02","5","1"
"18043","201901","02","3","1"
"18044","201901","02","2","1"
"18045","201901","01","1","1"
"18046","201901","01","14","1"
"18047","201901","01","20","1"
"18048","201901","01","19","1"
"18049","201901","01","11","1"
"18050","201901","01","3","1"
"18051","201901","01","5","1"
"18052","201901","01","4","1"
"18053","201901","01","7","1"
"18054","201901","01","19","1"
"18055","201901","01","2","1"
"18056","201901","01","5","1"
"18057","201901","01","4","1"
"18058","201901","01","9","1"
"18059","201901","01","12","1"
"18060","201901","01","10","1"
"18061","201901","01","3","1"
"18062","201901","01","3","1"
"18063","201901","01","3","1"
"18064","201901","01","13","1"
"18065","201901","01","12","1"
"18066","201901","01","20","1"
"18067","201901","01","17","1"
"18068","201901","01","2","1"
"18069","201901","01","2","1"
"18070","201901","01","14","1"
"18071","201901","01","6","1"
"18072","201901","01","1","1"
"18073","201901","01","9","1"
"18074","201901","01","1","1"
"18075","201901","01","12","1"
"18076","201901","01","4","1"
"18077","201901","01","3","1"
"18078","201901","01","2","1"
"18079","201901","01","2","1"
"18080","201901","01","1","1"
"18081","201901","01","2","1"
"18082","201901","01","9","1"
"18083","201901","01","9","1"
"18084","201901","01","15","1"
"18085","201901","01","4","1"
"18086","201901","01","4","1"
"18087","201901","01","4","1"
"18088","201901","01","1","1"
"18089","201901","01","16","1"
"18090","201901","01","7","1"
"18091","201901","01","5","1"
"18092","201901","01","3","1"
"18093","201901","01","7","1"
"18094","201901","01","1","1"
"18095","201901","01","1","1"
"18096","201901","01","29","1"
"18097","201901","02","19","1"
"18098","201901","02","8","1"
"18099","201901","02","12","1"
"18100","201901","01","2","1"
"18101","201901","01","6","1"
"18102","201901","01","1","1"
"18103","201901","01","20","1"
"18104","201901","01","31","1"
"18105","201901","01","32","1"
"18106","201901","01","18","1"
"18107","201901","01","21","1"
"18108","201901","01","28","1"
"18109","201901","01","2","1"
"18110","201901","01","3","1"
"18111","201901","01","26","1"
"18112","201901","01","1","1"
"18113","201901","01","28","1"
"18114","201901","01","14","1"
"18115","201901","01","15","1"
"18116","201901","01","31","1"
"18117","201901","01","7","1"
"18118","201901","01","7","1"
"18119","201901","03","3","1"
"18120","201901","01","21","1"
"18121","201901","01","2","1"
"18122","201901","01","1","1"
"18123","201901","01","13","1"
"18124","201901","01","11","1"
"18125","201901","01","7","1"
"18126","201901","01","22","1"
"18127","201901","01","5","1"
"18128","201901","01","21","1"
"18129","201901","01","29","1"
"18130","201901","01","17","1"
"18131","201901","01","14","1"
"18132","201901","01","18","1"
"18133","201901","01","13","1"
"18134","201901","01","5","1"
"18135","201901","01","21","1"
"18136","201901","01","17","1"
"18137","201901","01","22","1"
"18138","201901","01","30","1"
"18139","201901","01","20","1"
"18140","201901","01","6","1"
"18141","201901","01","16","1"
"18142","201901","01","8","1"
"18143","201901","01","4","1"
"18144","201901","01","16","1"
"18145","201901","02","21","1"
"18146","201901","02","20","1"
"18147","201901","02","22","1"
"18148","201901","02","8","1"
"18149","201901","02","14","1"
"18150","201901","02","22","1"
"18151","201901","02","19","1"
"18152","201901","02","6","1"
"18153","201901","02","5","1"
"18154","201901","02","15","1"
"18155","201901","02","3","1"
"18156","201901","02","2","1"
"18157","201901","02","4","1"
"18158","201901","02","3","1"
"18159","201901","02","1","1"
"18160","201901","02","5","1"
"18161","201901","02","12","1"
"18162","201901","01","10","1"
"18163","201901","01","2","1"
"18164","201901","01","22","1"
"18165","201901","01","2","1"
"18166","201901","01","20","1"
"18167","201901","01","18","1"
"18168","201901","01","5","1"
"18169","201901","01","6","1"
"18170","201901","01","11","1"
"18171","201901","01","13","1"
"18172","201901","01","14","1"
"18173","201901","01","18","1"
"18174","201901","01","18","1"
"18175","201901","01","18","1"
"18176","201901","01","12","1"
"18177","201901","01","18","1"
"18178","201901","01","1","1"
"18179","201901","01","4","1"
"18180","201901","01","18","1"
"18181","201901","01","17","1"
"18182","201901","01","14","1"
"18183","201901","01","18","1"
"18184","201901","01","4","1"
"18185","201901","01","18","1"
"18186","201901","01","15","1"
"18187","201901","01","16","1"
"18188","201901","01","17","1"
"18189","201901","01","18","1"
"18190","201901","01","4","1"
"18191","201901","01","16","1"
"18192","201901","01","2","1"
"18193","201901","01","18","1"
"18194","201901","01","18","1"
"18195","201901","01","18","1"
"18196","201901","01","2","1"
"18197","201901","01","65","1"
"18198","201901","01","22","1"
"18199","201901","01","3","1"
"18200","201901","01","5","1"
"18201","201901","01","5","1"
"18202","201901","01","3","1"
"18203","201901","01","1","1"
"18204","201901","01","5","1"
"18205","201901","01","2","1"
"18206","201901","01","1","1"
"18207","201901","01","68","1"
"18208","201901","01","74","1"
"18209","201901","01","18","1"
"18210","201901","01","17","1"
"18211","201901","01","3","1"
"18212","201901","01","1","1"
"18213","201901","01","1","1"
"18214","201901","01","5","1"
"18215","201901","01","6","1"
"18216","201901","01","12","1"
"18217","201901","01","7","1"
"18218","201901","01","5","1"
"18219","201901","01","1","1"
"18220","201901","01","4","1"
"18221","201901","01","3","1"
"18222","201901","03","1","1"
"18223","201901","03","5","3"
"18224","201901","02","1","1"
"18225","201901","02","4","1"
"18226","201901","02","1","1"
"18227","201901","02","1","1"
"18228","201901","02","14","1"
"18229","201901","02","17","1"
"18230","201901","02","9","1"
"18231","201901","02","11","1"
"18232","201901","02","25","1"
"18233","201901","02","17","1"
"18234","201901","02","25","1"
"18235","201901","02","25","1"
"18236","201901","02","39","1"
"18237","201901","01","1","1"
"18238","201901","01","1","1"
"18239","201901","01","3","1"
"18240","201901","01","29","1"
"18241","201901","01","4","1"
"18242","201901","01","8","1"
"18243","201901","01","2","1"
"18244","201901","02","3","1"
"18245","201901","01","1","1"
"18246","201901","01","42","1"
"18247","201901","03","27","1"
"18248","201901","02","25","1"
"18249","201901","02","21","1"
"18250","201901","01","21","1"
"18251","201901","01","21","1"
"18252","201901","01","23","1"
"18253","201901","01","12","1"
"18254","201901","01","11","1"
"18255","201901","01","24","1"
"18256","201901","01","19","1"
"18257","201901","01","6","1"
"18258","201901","01","21","1"
"18259","201901","01","12","1"
"18260","201901","01","19","1"
"18261","201901","01","15","1"
"18262","201901","01","27","1"
"18263","201901","01","5","1"
"18264","201901","01","2","1"
"18265","201901","02","2","1"
"18266","201901","02","1","1"
"18267","201901","02","19","1"
"18268","201901","02","6","1"
"18269","201901","02","4","1"
"18270","201901","02","4","1"
"18271","201901","01","1","1"
"18272","201901","01","3","1"
"18273","201901","01","22","1"
"18274","201901","01","14","1"
"18275","201901","01","2","1"
"18276","201901","01","2","1"
"18277","201901","01","6","1"
"18278","201901","01","10","1"
"18279","201901","01","21","1"
"18280","201901","01","22","1"
"18281","201901","01","19","1"
"18282","201901","01","3","1"
"18283","201901","01","21","1"
"18284","201901","01","1","1"
"18285","201901","01","18","1"
"18286","201901","02","23","1"
"18287","201901","02","13","1"
"18288","201901","02","17","1"
"18289","201901","02","21","1"
"18290","201901","01","1","1"
"18291","201901","01","8","1"
"18292","201901","01","17","1"
"18293","201901","01","20","1"
"18294","201901","01","5","1"
"18295","201901","01","11","1"
"18296","201901","01","21","1"
"18297","201901","01","2","1"
"18298","201901","01","6","1"
"18299","201901","01","18","1"
"18300","201901","01","20","1"
"18301","201901","01","4","1"
"18302","201901","01","3","1"
"18303","201901","01","4","1"
"18304","201901","02","3","1"
"18305","201901","02","5","1"
"18306","201901","02","1","1"
"18307","201901","02","1","1"
"18308","201901","02","1","1"
"18309","201901","02","18","1"
"18310","201901","01","1","1"
"18311","201901","01","2","1"
"18312","201901","01","4","1"
"18313","201901","01","5","1"
"18314","201901","01","1","1"
"18315","201901","01","1","1"
"18316","201901","01","1","1"
"18317","201901","01","1","1"
"18318","201901","01","211","1"
"18319","201901","02","22","1"
"18320","201901","02","12","1"
"18321","201901","02","1","1"
"18322","201901","01","17","1"
"18323","201901","01","2","1"
"18324","201901","01","3","1"
"18325","201901","01","22","1"
"18326","201901","01","4","1"
"18327","201901","01","1","1"
"18328","201901","01","3","1"
"18329","201901","01","21","1"
"18330","201901","01","18","1"
"18331","201901","01","4","1"
"18332","201901","01","21","1"
"18333","201901","01","21","1"
"18334","201901","01","13","1"
"18335","201901","01","11","1"
"18336","201901","01","12","1"
"18337","201901","01","13","1"
"18338","201901","01","17","1"
"18339","201901","01","18","1"
"18340","201901","01","22","1"
"18341","201901","01","16","1"
"18342","201901","01","15","1"
"18343","201901","01","7","1"
"18344","201901","01","1","1"
"18345","201901","02","1","1"
"18346","201901","02","3","1"
"18347","201901","01","1","1"
"18348","201901","01","13","1"
"18349","201901","01","25","1"
"18350","201901","01","18","1"
"18351","201901","01","3","1"
"18352","201901","01","8","1"
"18353","201901","02","12","1"
"18354","201901","01","1","1"
"18355","201901","01","2","1"
"18356","201901","01","22","1"
"18357","201901","01","9","1"
"18358","201901","01","11","1"
"18359","201901","01","5","1"
"18360","201901","02","13","1"
"18361","201901","02","4","1"
"18362","201901","02","4","1"
"18363","201901","01","26","1"
"18364","201901","01","1","1"
"18365","201901","01","1","1"
"18366","201901","01","20","1"
"18367","201901","01","26","1"
"18368","201901","01","2","1"
"18369","201901","01","12","1"
"18370","201901","01","22","1"
"18371","201901","01","19","1"
"18372","201901","01","1","1"
"18373","201901","01","4","1"
"18374","201901","01","2","1"
"18375","201901","01","12","1"
"18376","201901","01","5","1"
"18377","201901","01","20","1"
"18378","201901","01","7","1"
"18379","201901","01","7","1"
"18380","201901","01","1","1"
"18381","201901","01","7","1"
"18382","201901","01","10","1"
"18383","201901","01","18","1"
"18384","201901","02","1","1"
"18385","201901","02","23","1"
"18386","201901","01","22","1"
"18387","201901","01","5","1"
"18388","201901","02","15","1"
"18389","201901","02","12","1"
"18390","201901","01","4","1"
"18391","201901","01","17","1"
"18392","201901","01","41","1"
"18393","201901","01","5","1"
"18394","201901","01","18","1"
"18395","201901","01","13","1"
"18396","201901","01","8","1"
"18397","201901","01","8","1"
"18398","201901","01","5","1"
"18399","201901","01","7","1"
"18400","201901","01","14","1"
"18401","201901","01","1","1"
"18402","201901","01","16","1"
"18403","201901","02","4","1"
"18404","201901","01","19","1"
"18405","201901","01","19","1"
"18406","201901","01","18","1"
"18407","201901","01","7","1"
"18408","201901","01","8","1"
"18409","201901","01","30","1"
"18410","201901","01","13","1"
"18411","201901","01","20","1"
"18412","201901","01","19","1"
"18413","201901","01","13","1"
"18414","201901","01","3","1"
"18415","201901","01","10","1"
"18416","201901","01","4","1"
"18417","201901","01","17","1"
"18418","201901","01","14","1"
"18419","201901","01","17","1"
"18420","201901","01","15","1"
"18421","201901","01","8","1"
"18422","201901","01","12","1"
"18423","201901","01","24","1"
"18424","201901","01","4","1"
"18425","201901","01","4","1"
"18426","201901","01","1","1"
"18427","201901","01","6","1"
"18428","201901","01","16","1"
"18429","201901","01","16","1"
"18430","201901","01","19","1"
"18431","201901","01","22","1"
"18432","201901","01","2","1"
"18433","201901","01","24","1"
"18434","201901","01","18","1"
"18435","201901","01","2","1"
"18436","201901","01","4","1"
"18437","201901","01","21","1"
"18438","201901","01","11","1"
"18439","201901","01","1","1"
"18440","201901","03","1","1"
"18441","201901","02","10","1"
"18442","201901","02","1","1"
"18443","201901","01","5","1"
"18444","201901","01","27","1"
"18445","201901","01","1","1"
"18446","201901","01","35","1"
"18447","201901","01","4","1"
"18448","201901","01","5","1"
"18449","201901","01","23","1"
"18450","201901","01","1","1"
"18451","201901","01","14","1"
"18452","201901","01","28","1"
"18453","201901","01","1","1"
"18454","201901","01","2","1"
"18455","201901","01","18","1"
"18456","201901","01","22","1"
"18457","201901","01","40","1"
"18458","201901","01","27","1"
"18459","201901","01","1","1"
"18460","201901","01","7","1"
"18461","201901","01","12","1"
"18462","201901","02","1","1"
"18463","201901","02","1","1"
"18464","201901","01","1","1"
"18465","201901","01","1","1"
"18466","201901","01","1","1"
"18467","201901","01","1","1"
"18468","201901","01","1","1"
"18469","201901","01","1","1"
"18470","201901","01","2","1"
"18471","201901","01","1","1"
"18472","201901","01","1","1"
"18473","201901","01","19","1"
"18474","201901","02","12","1"
"18475","201901","01","7","1"
"18476","201901","01","1","1"
"18477","201901","01","16","1"
"18478","201901","01","13","1"
"18479","201901","01","19","1"
"18480","201901","01","17","1"
"18481","201901","01","18","1"
"18482","201901","01","7","1"
"18483","201901","01","21","1"
"18484","201901","01","20","1"
"18485","201901","01","21","1"
"18486","201901","01","19","1"
"18487","201901","01","5","1"
"18488","201901","01","14","1"
"18489","201901","01","16","1"
"18490","201901","01","19","1"
"18491","201901","01","11","1"
"18492","201901","01","4","1"
"18493","201901","01","21","1"
"18494","201901","01","18","1"
"18495","201901","01","19","1"
"18496","201901","01","8","1"
"18497","201901","01","21","1"
"18498","201901","01","21","1"
"18499","201901","01","21","1"
"18500","201901","01","1","1"
"18501","201901","01","20","1"
"18502","201901","01","11","1"
"18503","201901","01","4","1"
"18504","201901","01","14","1"
"18505","201901","01","10","1"
"18506","201901","01","18","1"
"18507","201901","01","10","1"
"18508","201901","01","15","1"
"18509","201901","01","5","1"
"18510","201901","01","2","1"
"18511","201901","01","17","1"
"18512","201901","01","10","1"
"18513","201901","01","22","1"
"18514","201901","02","1","1"
"18515","201901","01","2","1"
"18516","201901","01","1","1"
"18517","201901","01","27","1"
"18518","201901","01","1","1"
"18519","201901","01","4","1"
"18520","201901","01","15","1"
"18521","201901","01","1","1"
"18522","201901","01","9","1"
"18523","201901","01","2","1"
"18524","201901","01","2","1"
"18525","201901","01","5","1"
"18526","201901","01","6","1"
"18527","201901","01","3","1"
"18528","201901","01","2","1"
"18529","201901","01","3","1"
"18530","201901","01","3","1"
"18531","201901","01","19","1"
"18532","201901","01","7","1"
"18533","201901","01","5","1"
"18534","201901","01","13","1"
"18535","201901","01","10","1"
"18536","201901","01","12","1"
"18537","201901","01","13","1"
"18538","201901","01","7","1"
"18539","201901","01","11","1"
"18540","201901","01","1","1"
"18541","201901","01","15","1"
"18542","201901","01","14","1"
"18543","201901","01","8","1"
"18544","201901","01","12","1"
"18545","201901","01","13","1"
"18546","201901","01","13","1"
"18547","201901","01","9","1"
"18548","201901","01","13","1"
"18549","201901","01","13","1"
"18550","201901","01","11","1"
"18551","201901","01","2","1"
"18552","201901","01","6","1"
"18553","201901","01","12","1"
"18554","201901","01","10","1"
"18555","201901","01","4","1"
"18556","201901","01","4","1"
"18557","201901","01","12","1"
"18558","201901","01","10","1"
"18559","201901","01","12","1"
"18560","201901","01","4","1"
"18561","201901","01","13","1"
"18562","201901","01","8","1"
"18563","201901","01","13","1"
"18564","201901","01","13","1"
"18565","201901","01","11","1"
"18566","201901","03","8","1"
"18567","201901","02","2","1"
"18568","201901","02","1","1"
"18569","201901","02","9","1"
"18570","201901","02","42","1"
"18571","201901","02","2","1"
"18572","201901","02","15","1"
"18573","201901","02","14","1"
"18574","201901","02","23","1"
"18575","201901","02","17","1"
"18576","201901","02","18","1"
"18577","201901","02","21","1"
"18578","201901","02","12","1"
"18579","201901","02","22","1"
"18580","201901","02","7","1"
"18581","201901","02","9","1"
"18582","201901","02","12","1"
"18583","201901","02","1","1"
"18584","201901","02","17","1"
"18585","201901","02","20","1"
"18586","201901","02","18","1"
"18587","201901","02","22","1"
"18588","201901","02","21","1"
"18589","201901","02","12","1"
"18590","201901","02","20","1"
"18591","201901","02","14","1"
"18592","201901","01","10","1"
"18593","201901","01","1","1"
"18594","201901","01","2","1"
"18595","201901","01","1","1"
"18596","201901","01","22","1"
"18597","201901","01","1","1"
"18598","201901","01","1","1"
"18599","201901","01","4","1"
"18600","201901","01","19","1"
"18601","201901","01","30","1"
"18602","201901","01","19","1"
"18603","201901","01","12","1"
"18604","201901","01","2","1"
"18605","201901","01","23","1"
"18606","201901","01","10","1"
"18607","201901","01","19","1"
"18608","201901","01","20","1"
"18609","201901","01","11","1"
"18610","201901","01","17","1"
"18611","201901","01","2","1"
"18612","201901","01","25","1"
"18613","201901","01","15","1"
"18614","201901","01","3","1"
"18615","201901","01","6","1"
"18616","201901","01","23","1"
"18617","201901","01","9","1"
"18618","201901","01","1","1"
"18619","201901","02","3","1"
"18620","201901","02","8","1"
"18621","201901","02","3","1"
"18622","201901","02","5","1"
"18623","201901","02","4","1"
"18624","201901","02","6","1"
"18625","201901","02","2","1"
"18626","201901","02","4","1"
"18627","201901","02","6","1"
"18628","201901","02","5","1"
"18629","201901","02","2","1"
"18630","201901","02","11","1"
"18631","201901","02","8","1"
"18632","201901","02","2","1"
"18633","201901","02","10","1"
"18634","201901","02","8","1"
"18635","201901","02","5","1"
"18636","201901","01","4","1"
"18637","201901","01","6","1"
"18638","201901","01","2","1"
"18639","201901","01","1","1"
"18640","201901","01","26","1"
"18641","201901","01","19","1"
"18642","201901","01","5","1"
"18643","201901","01","22","1"
"18644","201901","01","6","1"
"18645","201901","01","24","1"
"18646","201901","01","6","1"
"18647","201901","01","21","1"
"18648","201901","01","20","1"
"18649","201901","01","10","1"
"18650","201901","01","2","1"
"18651","201901","01","12","1"
"18652","201901","01","1","1"
"18653","201901","01","15","1"
"18654","201901","01","22","1"
"18655","201901","01","6","1"
"18656","201901","01","19","1"
"18657","201901","01","16","1"
"18658","201901","01","13","1"
"18659","201901","01","11","1"
"18660","201901","01","16","1"
"18661","201901","01","7","1"
"18662","201901","01","8","1"
"18663","201901","01","20","1"
"18664","201901","01","17","1"
"18665","201901","01","19","1"
"18666","201901","01","13","1"
"18667","201901","01","15","1"
"18668","201901","01","22","1"
"18669","201901","01","16","1"
"18670","201901","01","7","1"
"18671","201901","01","1","1"
"18672","201901","03","22","1"
"18673","201901","03","20","1"
"18674","201901","02","1","1"
"18675","201901","02","4","1"
"18676","201901","02","6","1"
"18677","201901","01","2","1"
"18678","201901","01","3","1"
"18679","201901","01","3","1"
"18680","201901","01","9","1"
"18681","201901","01","1","1"
"18682","201901","01","18","1"
"18683","201901","01","2","1"
"18684","201901","01","18","1"
"18685","201901","01","1","1"
"18686","201901","01","31","1"
"18687","201901","01","21","1"
"18688","201901","01","36","1"
"18689","201901","01","12","1"
"18690","201901","01","21","1"
"18691","201901","01","13","1"
"18692","201901","01","35","1"
"18693","201901","01","28","1"
"18694","201901","01","9","1"
"18695","201901","01","29","1"
"18696","201901","01","26","1"
"18697","201901","01","24","1"
"18698","201901","01","28","1"
"18699","201901","01","2","1"
"18700","201901","01","4","1"
"18701","201901","01","1","1"
"18702","201901","01","20","1"
"18703","201901","01","20","1"
"18704","201901","01","18","1"
"18705","201901","01","7","1"
"18706","201901","02","2","1"
"18707","201901","02","5","1"
"18708","201901","01","4","1"
"18709","201901","01","8","1"
"18710","201901","01","7","1"
"18711","201901","01","7","1"
"18712","201901","01","8","1"
"18713","201901","01","4","1"
"18714","201901","01","12","1"
"18715","201901","01","4","1"
"18716","201901","01","3","1"
"18717","201901","01","8","1"
"18718","201901","01","12","1"
"18719","201901","01","9","1"
"18720","201901","01","5","1"
"18721","201901","01","4","1"
"18722","201901","01","12","1"
"18723","201901","01","11","1"
"18724","201901","01","7","1"
"18725","201901","01","5","1"
"18726","201901","01","3","1"
"18727","201901","01","9","1"
"18728","201901","01","6","1"
"18729","201901","01","12","1"
"18730","201901","01","7","1"
"18731","201901","03","2","1"
"18732","201901","02","2","1"
"18733","201901","02","2","1"
"18734","201901","02","3","1"
"18735","201901","02","4","1"
"18736","201901","02","6","1"
"18737","201901","02","6","1"
"18738","201901","02","7","1"
"18739","201901","02","3","1"
"18740","201901","02","7","1"
"18741","201901","02","5","1"
"18742","201901","02","3","1"
"18743","201901","02","6","1"
"18744","201901","02","2","1"
"18745","201901","02","3","1"
"18746","201901","02","10","1"
"18747","201901","02","21","1"
"18748","201901","02","20","1"
"18749","201901","02","22","1"
"18750","201901","02","22","1"
"18751","201901","02","20","1"
"18752","201901","02","22","1"
"18753","201901","02","21","1"
"18754","201901","01","7","1"
"18755","201901","01","21","1"
"18756","201901","01","14","1"
"18757","201901","01","21","1"
"18758","201901","01","22","1"
"18759","201901","01","10","1"
"18760","201901","01","2","1"
"18761","201901","01","5","1"
"18762","201901","01","22","1"
"18763","201901","01","22","1"
"18764","201901","01","2","1"
"18765","201901","01","1","1"
"18766","201901","01","21","1"
"18767","201901","01","8","1"
"18768","201901","01","15","1"
"18769","201901","01","11","1"
"18770","201901","01","9","1"
"18771","201901","01","12","1"
"18772","201901","01","22","1"
"18773","201901","01","1","1"
"18774","201901","01","21","1"
"18775","201901","01","19","1"
"18776","201901","01","15","1"
"18777","201901","01","2","1"
"18778","201901","01","3","1"
"18779","201901","01","16","1"
"18780","201901","03","12","1"
"18781","201901","03","43","5"
"18782","201901","02","20","1"
"18783","201901","02","3","1"
"18784","201901","01","22","1"
"18785","201901","01","15","1"
"18786","201901","01","4","1"
"18787","201901","01","10","1"
"18788","201901","01","5","1"
"18789","201901","01","2","1"
"18790","201901","01","1","1"
"18791","201901","01","2","1"
"18792","201901","01","1","1"
"18793","201901","01","3","1"
"18794","201901","01","1","1"
"18795","201901","01","3","1"
"18796","201901","01","18","1"
"18797","201901","02","20","1"
"18798","201901","02","10","1"
"18799","201901","02","4","1"
"18800","201901","01","4","1"
"18801","201901","01","17","1"
"18802","201901","01","3","1"
"18803","201901","01","3","1"
"18804","201901","01","2","1"
"18805","201901","01","2","1"
"18806","201901","01","22","1"
"18807","201901","01","8","1"
"18808","201901","01","22","1"
"18809","201901","01","22","1"
"18810","201901","01","2","1"
"18811","201901","01","22","1"
"18812","201901","01","22","1"
"18813","201901","01","22","1"
"18814","201901","01","22","1"
"18815","201901","01","4","1"
"18816","201901","01","4","1"
"18817","201901","01","18","1"
"18818","201901","01","8","1"
"18819","201901","01","17","1"
"18820","201901","01","12","1"
"18821","201901","01","3","1"
"18822","201901","01","17","1"
"18823","201901","01","12","1"
"18824","201901","01","13","1"
"18825","201901","01","2","1"
"18826","201901","01","1","1"
"18827","201901","01","14","1"
"18828","201901","01","19","1"
"18829","201901","02","1","1"
"18830","201901","02","25","1"
"18831","201901","02","6","1"
"18832","201901","02","9","1"
"18833","201901","02","16","1"
"18834","201901","02","2","1"
"18835","201901","02","15","1"
"18836","201901","02","1","1"
"18837","201901","02","22","1"
"18838","201901","02","18","1"
"18839","201901","02","16","1"
"18840","201901","02","13","1"
"18841","201901","02","18","1"
"18842","201901","02","1","1"
"18843","201901","02","16","1"
"18844","201901","02","2","1"
"18845","201901","02","4","1"
"18846","201901","01","18","1"
"18847","201901","01","8","1"
"18848","201901","01","11","1"
"18849","201901","01","8","1"
"18850","201901","01","20","1"
"18851","201901","01","12","1"
"18852","201901","01","10","1"
"18853","201901","01","6","1"
"18854","201901","01","11","1"
"18855","201901","01","17","1"
"18856","201901","01","1","1"
"18857","201901","02","22","1"
"18858","201901","02","25","1"
"18859","201901","02","21","1"
"18860","201901","01","22","1"
"18861","201901","01","8","1"
"18862","201901","01","21","1"
"18863","201901","01","21","1"
"18864","201901","01","24","1"
"18865","201901","01","27","1"
"18866","201901","01","29","1"
"18867","201901","01","3","1"
"18868","201901","01","4","1"
"18869","201901","01","15","1"
"18870","201901","01","25","1"
"18871","201901","01","16","1"
"18872","201901","01","20","1"
"18873","201901","01","10","1"
"18874","201901","01","19","1"
"18875","201901","01","16","1"
"18876","201901","01","21","1"
"18877","201901","03","9","1"
"18878","201901","02","1","1"
"18879","201901","02","8","1"
"18880","201901","02","27","1"
"18881","201901","01","1","1"
"18882","201901","01","6","1"
"18883","201901","01","16","1"
"18884","201901","01","26","1"
"18885","201901","01","29","1"
"18886","201901","01","20","1"
"18887","201901","01","31","1"
"18888","201901","01","28","1"
"18889","201901","01","19","1"
"18890","201901","01","34","1"
"18891","201901","01","5","1"
"18892","201901","01","11","1"
"18893","201901","01","14","1"
"18894","201901","01","2","1"
"18895","201901","01","6","1"
"18896","201901","01","22","1"
"18897","201901","01","29","1"
"18898","201901","01","9","1"
"18899","201901","01","2","1"
"18900","201901","01","5","1"
"18901","201901","01","18","1"
"18902","201901","01","18","1"
"18903","201901","01","9","1"
"18904","201901","01","1","1"
"18905","201901","01","19","1"
"18906","201901","01","1","1"
"18907","201901","01","27","1"
"18908","201901","01","18","1"
"18909","201901","01","6","1"
"18910","201901","02","2","1"
"18911","201901","02","22","1"
"18912","201901","02","13","1"
"18913","201901","02","20","1"
"18914","201901","02","14","1"
"18915","201901","02","13","1"
"18916","201901","02","9","1"
"18917","201901","02","2","1"
"18918","201901","01","20","1"
"18919","201901","01","2","1"
"18920","201901","01","22","1"
"18921","201901","01","16","1"
"18922","201901","01","20","1"
"18923","201901","01","18","1"
"18924","201901","01","16","1"
"18925","201901","01","1","1"
"18926","201901","01","8","1"
"18927","201901","01","10","1"
"18928","201901","01","18","1"
"18929","201901","01","15","1"
"18930","201901","01","10","1"
"18931","201901","01","22","1"
"18932","201901","01","7","1"
"18933","201901","01","8","1"
"18934","201901","01","1","1"
"18935","201901","01","12","1"
"18936","201901","01","18","1"
"18937","201901","01","1","1"
"18938","201901","02","36","1"
"18939","201901","02","44","1"
"18940","201901","02","4","1"
"18941","201901","01","40","1"
"18942","201901","01","44","1"
"18943","201901","01","2","1"
"18944","201901","01","40","1"
"18945","201901","01","28","1"
"18946","201901","01","21","1"
"18947","201901","01","21","1"
"18948","201901","01","18","1"
"18949","201901","01","3","1"
"18950","201901","01","3","1"
"18951","201901","01","19","1"
"18952","201901","01","6","1"
"18953","201901","01","21","1"
"18954","201901","01","18","1"
